Key,CompanyName,OperatingAs,Latitude,Longitude,FullAddress,FSA,PhoneNumber,FAXNumber,WebAddress,LineOfBusiness,FacilitySize,IsImporter,IsExporter,IsManufacturing,LocationType,UltimateParent,Immediate Parent,FiscalYear-End,Revenue,TotalEmployees,Employee Growth (%),EmployeesThisLocation,MarketValue,Year of Founding,PrimaryIndustry,PrimaryNAICS,,Cluster
179493,Gibson Energy ULC,,55.35113144,-118.7833023,"Sexsmith, Alberta, T0H 3C0",T0H,780-568-2375,,www.gibsonenergy.com,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,1378,No,No,No,BRANCH,Gibson Energy Inc,Gibson Energy ULC,,,,,1,,,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
180256,Weatherford Canada Partnership,"Area Office, Operations, Service Center",53.52732086,-113.2957382,"Sherwood Park, Alberta, T8A 3K4",T8A,,,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,2142,No,No,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,1,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
180417,G & L Distributors Ltd,,53.5357132,-113.3283463,"Sherwood Park, Alberta, T8A 3X7",T8A,780-464-3186,780-467-0924,www.gldistributors.ca,Provider of disposable goods for the foodservice and grocery industry.  Offering specialty packaging and custom meal kits.,8417,Yes,No,No,SINGLE_LOCATION,,,,3.82077,15,,15,,1980,Food Wholesalers,424410,42,Distribution and Electronic Commerce
180590,Suncor Energy Inc,Suncor Social Club,53.538915,-113.326242,"Sherwood Park, Alberta, T8A 4E8",T8A,780-449-2100,780-467-6886,,,25091,No,No,No,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,100,,,Refined Petroleum Pipelines,486910,48,Oil and Gas Production and Transportation
180657,Baker Hughes Canada Company,,53.53949,-113.328511,"Sherwood Park, Alberta, T8A 4G7",T8A,780-410-0785,,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,1378,No,No,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,1,,,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
180911,Enviro-Pro Geosynthetics Ltd,,53.566186,-113.221617,"Sherwood Park, Alberta, T8A 4T7",T8A,780-417-1980,780-417-1104,www.enviro-pro.ca,Enviro-Pro has provided secondary containment systems and a full range of geo-textile products since 2002.,9020,Yes,No,Yes,SINGLE_LOCATION,Reid Partners II Inc,Reid Partners II Inc,,15.7608,85,,32,,2001,Wholesale Sector,423390,42,Distribution and Electronic Commerce
181012,MNP LLP,,53.53578186,-113.3247986,"Sherwood Park, Alberta, T8A 4W6",T8A,780-455-1155,,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,1184,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,1,,,Accounting Services,541219,54,Local Commercial Services
181069,Shell Canada Limited,Baseline Shell,53.53953171,-113.3206177,"Sherwood Park, Alberta, T8A 4Z9",T8A,780-467-6266,,www.shell.ca,,2648,No,No,No,BRANCH,ROYAL DUTCH SHELL PLC,Shell Canada Limited,,,,,4,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
181113,Caycan Safety Consulting Ltd,,53.5354,-113.263641,"Sherwood Park, Alberta, T8A 5K5",T8A,780-983-8832,877-216-1939,www.caycan.ca,CayCan Safety provides high quality services to educate measure and assist the transportation industry. We understand the requirements necessary to achieve compliance with legislation and assist in the development of processes and procedures to ...,2637,No,No,No,SINGLE_LOCATION,,,,0.284292,3,,3,,,Consulting Services,541614,54,Business Services
181222,Sherwood Dental,,53.52945328,-113.2953415,"Sherwood Park, Alberta, T8A 5V3",T8A,780-464-4166,780-464-1576,www.sherwoodparkdental.ca,We are a dental office located in Sherwood Park Alberta that has been operating for over 40 years. We serve families in the area as well as families in Edmonton. Our offices' dentists include Dr. Ghai Dr .Patel Dr. Dowty and Dr. Holzman.,10936,No,No,No,SINGLE_LOCATION,,,,1.73016,30,,30,,,Dentists,621210,62,Local Health Services
181314,Brisbin Family Chiropractic,,53.53827,-113.325421,"Sherwood Park, Alberta, T8A 6A2",T8A,780-449-6636,780-449-6653,www.brisbinfamilychiro.com,Whether you are new to chiropractic care or have been under care for your entire life at Brisbin Family Chiropractic we ensure you feel at home and at ease with everything we do. We strive to provide our patients with quality family-oriented ...,2379,No,No,No,SINGLE_LOCATION,,,,0.14418,3,,3,,,Chiropractors,621310,62,Local Health Services
181317,Concord Consulting Corporation,,53.53827,-113.325421,"Sherwood Park, Alberta, T8A 6A2",T8A,780-464-6688,780-464-6299,www.profileperformancesystem.com,,3240,No,No,No,SINGLE_LOCATION,,,,0.687039,7,,7,,1986,Consulting Services,541611,54,Business Services
181715,Shell Canada Limited,Sherwood Park Shell,53.51194763,-113.3073273,"Sherwood Park, Alberta, T8B 1L3",T8B,780-467-5700,780-467-5769,www.shell.ca,,3767,No,No,No,BRANCH,ROYAL DUTCH SHELL PLC,Shell Canada Limited,,,,,7,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
181761,Sherwood Park & District Chamber of Commerce,,53.51185226,-113.3268661,"Sherwood Park, Alberta, T8B 1M6",T8B,780-464-0801,780-449-3581,www.sherwoodparkchamber.com,,4252,No,No,No,SINGLE_LOCATION,,,,0.605556,6,,6,,1978,Business & Professional Associations,813910,81,Local Community and Civic Organizations
182060,Kal Tire,,53.56572723,-113.3224182,"Sherwood Park, Alberta, T8H 0C1",T8H,780-417-9500,780-417-7024,,Tire sales service repair.,10473,No,No,No,BRANCH,Kal Tire,Kal Tire,,,,,35,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
182202,Canadian Western Bank,,53.554402,-113.29961,"Sherwood Park, Alberta, T8H 0N3",T8H,780-449-6699,,,Chartered commercial bank specialising in industrial needs and heavy equipment financing.  Member of :  Canadian Bankers Assoc.,1518,No,No,No,BRANCH,Canadian Western Bank,Canadian Western Bank,,,,,1,,,Banks & Credit Unions,522110,52,Financial Services
182208,Casey Dental,,53.567252,-113.266879,"Sherwood Park, Alberta, T8H 0N6",T8H,780-464-2525,,www.caseydental.ca,Family dental clinic in Sherwood Park AlbertaCanada.,1184,No,No,No,SINGLE_LOCATION,,,,0.063176,1,,1,,,Dentists,621210,62,Local Health Services
182283,Emco Corporation,,53.56564713,-113.319664,"Sherwood Park, Alberta, T8H 1B5",T8H,780-467-2124,,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,2766,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,,,,"Electrical, Plumbing & Hardware Wholesalers",423720,42,Distribution and Electronic Commerce
182289,Flint Energy Services Ltd.,URS,53.56564713,-113.319664,"Sherwood Park, Alberta, T8H 1B5",T8H,780-416-3400,,,,700,No,No,No,BRANCH,AECOM,Flint Energy Services Ltd.,,,,,1,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
182353,Dm Global Marketing,,53.55142,-113.266581,"Sherwood Park, Alberta, T8H 1N8",T8H,780-467-0101,,www.dmglobalmarketing.ca,International Brokerage and Consultant  for Export of Canadian grain and foodstuff. Organic and conventional (pulses flaxseed flaxseed oil multigrain blends hemp cake mustard seed and mustard powder etc. ) and productos from different countries ...,1184,No,No,No,SINGLE_LOCATION,,,,0.094764,1,,1,,,Market Research & Polling Services,541910,54,"Marketing, Design, and Publishing"
182359,Coray Enterprises,,53.55111,-113.261901,"Sherwood Park, Alberta, T8H 1P3",T8H,780-467-6831,,,A company that supplies service repairs training and supplies for most brands of office equipment including fax machines printers shredders.... Toners are new or remanufactured.,1313,No,No,No,SINGLE_LOCATION,,,,0.07897,1,,1,,,Commercial Printing,561499,56,Local Commercial Services
182548,Homes By Avi,,53.543572,-113.311889,"Sherwood Park, Alberta, T8H 2A3",T8H,780-410-1800,,www.homesbyavi.com,One of the largest home builders in Calgary and Edmonton over  800 homes a year.  Certified Master Builder and the Official  Stampede Dream Home Builder. Homes by Avi has received many  awards since 1978 most recently Homes by Avi won National ...,1184,No,No,No,SINGLE_LOCATION,,,,,1,,1,,,Automobile Rental & Leasing,532111,53,Local Logistical Services
182566,Flint Energy Services Ltd.,,53.56303787,-113.3229675,"Sherwood Park, Alberta, T8H 2A5",T8H,780-416-5620,780-416-3502,,,1938,No,No,No,BRANCH,AECOM,Flint Energy Services Ltd.,,,,,5,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
182662,Trac Records Inc,,53.545919,-113.293683,"Sherwood Park, Alberta, T8H 2E9",T8H,780-449-4240,780-665-6143,,Records management consulting electronic records as documentary evidence specialists electronic document management implementation imaging systems implementation records management strategic plan needs evaluation for enterprise content ...,3724,No,No,No,SINGLE_LOCATION,,,,0.612765,,,,,,Advertising Agencies,541810,54,"Marketing, Design, and Publishing"
182663,Inland Concrete,,53.55574799,-113.3253098,"Sherwood Park, Alberta, T8H 2G2",T8H,780-417-6770,,,Division of CBR Cement Canada Members of Alberta Ready Mixed Concrete Association Peace River Alberta and Canadian Construction Association,2142,No,No,Yes,SINGLE_LOCATION,,,,,1,,1,,,Cement & Concrete Product Manufacturing,327320,32,"Local Real Estate, Construction, and Development"
182676,Hilton Garden Inn Edmonton International Airport,,53.559503,-113.31634,"Sherwood Park, Alberta, T8H 2G4",T8H,780-416-2121,,,Book a spacious comfortable guest room or suite at the Hilton Garden Inn Edmonton International Airport hotel located five minutes from Edmonton International Airport. Business travelers and vacationing guests can enjoy excellent room amenities ...,1184,No,No,No,SINGLE_LOCATION,,,,0.0439749,1,,1,,,"Hotels, Motels & Resorts",721110,72,Hospitality and Tourism
182690,WorleyParsons Canada Services Ltd,,53.559563,-113.316337,"Sherwood Park, Alberta, T8H 2G4",T8H,,,,WorleyParsons is a leading global provider of project delivery and consulting services to the resource energy and complex process industries. Our services cover the full asset spectrum - both in size and lifecycle from the creation of new assets ...,1184,No,No,No,BRANCH,WORLEYPARSONS LIMITED,WorleyParsons Canada Services Ltd,,,,,1,,,Engineering Services,541330,54,Business Services
182850,CPS Filtration Inc,,53.56300735,-113.311882,"Sherwood Park, Alberta, T8H 2R6",T8H,780-449-6100,866-861-4158,www.cpsfiltration.com,CPS Filtration Inc. was founded in May of 2007. Since our inception we have strived to be the preferred supplier of quality filter products in the Canadian Filtration Industry. We commit to serve you with respect honesty and integrity. At CPS ...,3197,Yes,Yes,No,SINGLE_LOCATION,,,,1.15344,6,,5,,2007,Industrial Supply Wholesalers,423840,42,Distribution and Electronic Commerce
182905,Microtek Corporation,,53.55706406,-113.2950974,"Sherwood Park, Alberta, T8H 2T4",T8H,780-951-4869,780-449-2823,www.microtekcorporation.com,Microtek Corporation is a full service technology solution provider. We offer working solutions for all aspects of technology from IT strategies networking internet web hosting to custom web application & design and graphic design marketing ...,3714,No,No,No,SINGLE_LOCATION,,,,0.39485,5,,5,,1992,Information Technology Services,541512,54,"Marketing, Design, and Publishing"
183063,Baker Hughes Canada Company,Hughes Christensen,55.28285217,-114.7714386,"Slave Lake, Alberta, T0G 2A0",T0G,780-438-8800,,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,2131,No,No,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,2,,,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
183106,Gibson Energy ULC,Canwest Propane,55.28285217,-114.7714386,"Slave Lake, Alberta, T0G 2A0",T0G,780-849-4343,,www.gibsonenergy.com,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,1378,No,No,No,BRANCH,Gibson Energy Inc,Gibson Energy ULC,,,,,,,,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
183131,Kal Tire,,55.289541,-114.771175,"Slave Lake, Alberta, T0G 2A0",T0G,780-849-3571,780-849-2668,,Tire sales service repair.,5307,No,No,No,BRANCH,Kal Tire,Kal Tire,,,,,12,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
183226,Tervita Corporation,CCS MIDSTREAM SERVICES,55.28285217,-114.7714386,"Slave Lake, Alberta, T0G 2A0",T0G,780-849-3319,780-849-3866,,Tervita is a leading environmental solutions provider. Our integrated earth water waste and resource solutions deliver safe and efficient results through all phases of a project by minimizing impact maximizing returns.™ Our dedicated employees ...,5113,No,No,No,BRANCH,Tervita Corporation,Tervita Corporation,,,,,10,,,Environmental Consulting Services,541620,54,Local Commercial Services
183254,Can-West Corporate Air Charters Ltd,,55.28285217,-114.7714386,"Slave Lake, Alberta, T0G 2A0",T0G,780-849-5353,780-849-4552,www.canwestair.com,Air charter services. Executive air travel and exceptional treatment! Hot-shots medevac forestry patrols and surveys pipeline patrols aerial tours.,14542,Yes,Yes,No,HEADQUARTERS,Can-West Corporate Air Charters Ltd,Can-West Corporate Air Charters Ltd,,2.73942,,,,,1988,Charter & Other Nonscheduled Air Transportation Services,481219,48,Transportation and Logistics
183257,Baker Hughes Canada Company,,55.29286,-114.761751,"Slave Lake, Alberta, T0G 2A0",T0G,780-849-5899,780-849-2767,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,4047,No,No,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,9,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
183296,NOV Enerflow ULC,NOV Tuboscope,55.29453,-114.767061,"Slave Lake, Alberta, T0G 2A0",T0G,780-849-5226,,,WELL SERVICE EQUIPMENT PROVIDER  Enerflow Industries Inc. of Calgary Alberta Canada maintains its corporate standings as an innovative leading edge technology driven manufacturer proudly serving the foreign and domestic energy industries.   ...,1561,No,No,No,BRANCH,NOV Enerflow ULC,NOV Enerflow ULC,,,,,2,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
183308,Weatherford Canada Partnership,,55.28285217,-114.7714386,"Slave Lake, Alberta, T0G 2A0",T0G,780-849-4448,,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,2142,No,No,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
183315,Apex Valve Services,,55.29042,-114.780901,"Slave Lake, Alberta, T0G 2A1",T0G,780-849-3432,780-849-6166,www.apexdistribution.com,Sales and service of pressure relief valves instrumentation and flow control.  Solar pump sales and service.,1184,No,No,No,SINGLE_LOCATION,,,,0.0639657,1,,1,,,Consumer Services,811412,81,Local Commercial Services
183349,Great Escapes Travel,,55.28615952,-114.7805481,"Slave Lake, Alberta, T0G 2A1",T0G,780-849-4668,,www.slavelaketravelagency.com,Great Escapes Travel is your local full service expert travel agent and can book your airline tickets cruises hotels vacation packages rental cars and much more. We also have free estimates and weekend appointments available. Call to schedule ...,1345,No,No,No,SINGLE_LOCATION,,,,0.260601,1,,1,,,Travel Agencies & Services,561510,56,Hospitality and Tourism
183466,Distractions,,55.282057,-114.771455,"Slave Lake, Alberta, T0G 2A3",T0G,780-849-6241,780-849-6251,www.distractionsclothing.com,We are the clothing store who cares about the planet and the people. We specialize in carrying brands from companies who are doing their part to protect our planet.,3767,No,No,No,SINGLE_LOCATION,,,,0.36045,6,,6,,,Clothing Stores,448140,44,Local Retailing of Clothing and General Merchandise
183473,Formula Powell L.P.,,55.28907,-114.772731,"Slave Lake, Alberta, T0G 2A3",T0G,780-849-5115,780-849-2500,,Oilfield warehouse/transportation and hauling services.,5823,No,No,No,BRANCH,Mullen Group Ltd,Formula Powell L.P.,,,,,,,,Truckload Carriers,484121,48,Transportation and Logistics
183788,Total Corporate Aviation Services Ltd,,54.11563492,-112.4759064,"Smoky Lake, Alberta, T0A 3C0",T0A,,,,Our group consists of corporate aviation managers presidents of airlines vice presidents of heavy maintenance and completion facilities as well as finance and leasing experts. We also have government check pilot experience simulator operations ...,1249,No,No,No,SINGLE_LOCATION,,,,0.094764,10,,10,,2009,Consulting Services,541618,54,Business Services
183973,Tervita Corporation,CCS Energy Services,55.7814064,-118.8396835,"Spirit River, Alberta, T0H 3G0",T0H,780-765-2395,780-765-2365,,Tervita is a leading environmental solutions provider. Our integrated earth water waste and resource solutions deliver safe and efficient results through all phases of a project by minimizing impact maximizing returns.™ Our dedicated employees ...,4596,No,No,No,BRANCH,Tervita Corporation,Tervita Corporation,,,,,11,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
184025,MNP LLP,,53.83826447,-113.4171753,"Springbrook, Alberta, T4S 1V6",T4S,604-278-6468,,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,1249,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,,,,Accounting Services,541219,54,Local Commercial Services
184582,Baitrix Fishing Products Ltd,,53.57362366,-113.928566,"Spruce Grove, Alberta, T7X 3A4",T7X,780-963-1288,780-963-1288,,Baitrix designs and developes artificial baitfish products. These products are used for both Saltwater and Freshwater sport and commercial fishing applications. The artificial baitfish effectivley eliminate the need for the fresh or frozen variety ...,3714,Yes,Yes,Yes,SINGLE_LOCATION,,,,0.142146,,,,,1996,Sporting Goods Manufacturing,339920,33,Recreational and Small Electric Goods
184704,Drill-Tek MWD Services Ltd,,53.57362366,-113.928566,"Spruce Grove, Alberta, T7X 3B2",T7X,780-410-0491,780-410-0493,www.drilltekmwd.com,Drill-Tek MWD Services Ltd provides measurement while drilling (MWD) equipmentservices and support to Directional Drilling companies as well as Oil and Gas companies worldwide. Our products include: Sales of complete systems and parts for those ...,7782,No,No,No,SINGLE_LOCATION,,,,2.45106,20,,20,,2004,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
184712,Cosmic Ventures,,53.57362366,-113.928566,"Spruce Grove, Alberta, T7X 3B3",T7X,780-967-5045,,,Geophysics and geology consulting - Mining and environmental - mineral processing,2099,No,Yes,No,SINGLE_LOCATION,,,,0.079299,,,,,1984,Consulting Services,541690,54,Business Services
184829,Formula Powell L.P.,,53.55882263,-113.9070969,"Spruce Grove, Alberta, T7X 3E7",T7X,306-463-1700,306-463-1773,,Oilfield warehouse/transportation and hauling services.,4058,No,No,No,BRANCH,Mullen Group Ltd,Formula Powell L.P.,,,,,,,,Freight Forwarding Services,488510,48,Transportation and Logistics
185050,Re/Max Real Estate,,53.54635,-113.924671,"Spruce Grove, Alberta, T7X 3X3",T7X,780-962-8580,780-962-8998,www.ianandchantel.com,Sale of Commercial Industrial & Investment in the Edmonton area.,11733,No,No,No,SINGLE_LOCATION,,,,2.23479,25,,25,,,Real Estate,531210,53,"Local Real Estate, Construction, and Development"
185106,Spruce Grove & District Chamber of Commerce,,53.54098511,-113.9348068,"Spruce Grove, Alberta, T7X 3Z1",T7X,780-962-2561,780-962-4417,www.sprucegrovechamber.com,,6340,No,No,No,SINGLE_LOCATION,,,,2.01852,20,,20,,1981,Business & Professional Associations,813910,81,Local Community and Civic Organizations
185128,ATCO Structures & Logistics Ltd,ATCO Stuctures,53.55799866,-113.9100037,"Spruce Grove, Alberta, T7X 4A9",T7X,780-962-3111,780-960-3687,www.atcofrontec.com,"ATCO Structures & Logistics (ASL) is a diverse international company focused on:  •	Airfield services •	Camp accommodations and services   •	Remote site operations maintenance and management •	Logistics support in remote areas •	Modular ...",14294,No,No,Yes,BRANCH,ATCO Ltd,ATCO Structures & Logistics Ltd,,,,,20,,,Architectural & Structural Metals Manufacturing,332311,33,Downstream Metal Products
185254,Alpha Translations Canada Inc,,53.55759048,-113.8960648,"Spruce Grove, Alberta, T7X 4K5",T7X,780-962-7821,780-962-6517,www.alphatranslations.ca,Alpha Translations Canada Inc. was established in June of 1994 and has since then grown from a two-person operation into a thriving business with a conscientious energetic team and an extensive network of carefully evaluated professional freelance ...,5737,No,Yes,No,SINGLE_LOCATION,,,,0.86867,10,,10,,1994,Professional Services Sector,541930,54,Business Services
185300,Inline Solutions,,53.54628,-113.874051,"Spruce Grove, Alberta, T7X 4P2",T7X,,,,Inline Solutions is your garage storage West Edmonton expert. We specialize in garage shelving garage flooring garage cabinets and overhead racks. We can help you get your garage organized.,1184,No,No,No,SINGLE_LOCATION,,,,,1,,1,,,Consulting Services,541618,54,Business Services
185364,Prairie Roadbuilders Limited,,53.54863739,-113.7569885,"Spruce Grove, Alberta, T7X 5A7",T7X,780-962-8294,780-962-6605,www.prairieroad.ca,,9817,Yes,No,No,SINGLE_LOCATION,Full House Productions Ltd,Full House Productions Ltd,,3.24405,30,,30,,1981,"Highway, Street, & Bridge Construction Contractors",237310,23,"Local Real Estate, Construction, and Development"
185396,Optimum Edge Solutions Inc,,53.401609,-113.68922,"Spruce Grove, Alberta, T7Y 1B1",T7Y,780-487-1221,780-487-1110,,Wholesale lapel pins and promotional products,22604,Yes,Yes,Yes,SINGLE_LOCATION,Mr. Pin Man Inc,Mr. Pin Man Inc,,1.34249,5,,5,,1987,Hardware & Fastener Manufacturing,332722,33,Metalworking Technology
185494,Gabriel Industries Inc.,,53.3666153,-113.8650742,"Spruce Grove, Alberta, T7Y 1G8",T7Y,780-903-8148,,,Gabriel Industries was established in 2007 as an electrical contractor with a strong controls background.  By 2009 almost all of our projects had a large component of electrical controls. We offer a very diversified employee base who complement one ...,1475,No,No,No,SINGLE_LOCATION,,,,0.260601,1,,1,,,"Electrical, Plumbing & Hardware Wholesalers",423730,42,Distribution and Electronic Commerce
186291,Athabasca University,Centre for Innovative Management,53.6292,-113.628661,"St. Albert, Alberta, T8N 1B4",T8N,780-459-1144,780-459-2093,www.athabascau.ca,Athabasca University Canada’s Open University is one of the world’s foremost and fastest growing institutions specializing in online and distance education. Anyone 16 year of age or older is eligible to enroll regardless previous educational ...,13283,No,No,No,BRANCH,Athabasca University,Athabasca University,,,,,45,,,Education & Training Services,611519,61,Local Personal Services (Non-Medical)
186530,Canadian Sphagnum Peat Moss Association,,53.63613,-113.628641,"St. Albert, Alberta, T8N 1H6",T8N,780-460-8280,780-459-0939,www.peatmoss.com,An industry association that promotes the sustainable benefits of peat moss and protects the resource through active wetlands preservation and reclamation practices.,5802,No,Yes,No,SINGLE_LOCATION,,,,1.10558,10,,10,,1988,Business & Professional Associations,813910,81,Local Community and Civic Organizations
186633,Mission Computers Inc,,53.63516235,-113.6254654,"St. Albert, Alberta, T8N 1N2",T8N,780-968-0012,,www.mission-computers.com,Mission Computers provides customized computer training. We offer on-site training group training and telephone and web-based training and support.  We also write and resell computer training manuals.  Training is offered at introductory ...,2379,No,No,No,SINGLE_LOCATION,,,,0.260601,3,,3,,,Education & Training Services,611420,61,Education and Knowledge Creation
186986,Tcsa Inc,,53.64542,-113.603101,"St. Albert, Alberta, T8N 3G8",T8N,780-238-1454,,,Cascade Contract Management is a sales agent company servicing the Western Canadian Marketplace. We consider all products to market and are always looking for new lines.,1518,No,No,No,SINGLE_LOCATION,,,,0.102661,1,,1,,,Real Estate,531210,53,"Local Real Estate, Construction, and Development"
187054,HSBC Bank Canada,,53.656487,-113.629561,"St. Albert, Alberta, T8N 3L3",T8N,780-460-3633,,www.hsbc.ca,HSBC Bank Canada a subsidiary of HSBC Holdings plc London UK has more than 180 offices and is the leading international bank in Canada. With around 9500 offices in 85 countries and territories and assets of US$2547 billion at 30 June 2008 the ...,1518,No,No,No,BRANCH,HSBC HOLDINGS PLC,HSBC Bank Canada,,,,,1,,,Banks & Credit Unions,522110,52,Financial Services
187248,Brodeur Chiropractic Clinic,,53.61794,-113.646831,"St. Albert, Alberta, T8N 4A3",T8N,780-458-8200,,www.doctorbrodeur.com,VitalityHouse is a web site owned by Dr. Bryan Brodeur a chiropractor in St. Albert Alberta Canada. VitalityHouse is an information-based site encouraging health and wellness.,2379,No,No,No,SINGLE_LOCATION,,,,0.14418,3,,3,,,Chiropractors,621310,62,Local Health Services
187257,Enviro Trace Ltd,,53.616419,-113.647939,"St. Albert, Alberta, T8N 4A6",T8N,780-418-0882,780-418-0886,,Enviro Trace Ltd. is a leading provider of precision leak detection services to the upstream midstream and downstream petroleum industry.  The Enviro Trace integrity test is applicable to underground petroleum storage tanks and lines as well as ...,4133,Yes,No,No,SINGLE_LOCATION,,,,1.51389,14,,14,,1999,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
187285,Place For Your Stuff Limited Partnership,,53.62144,-113.644411,"St. Albert, Alberta, T8N 4A9",T8N,877-655-5585,888-655-5588,,Locally owned self-storage facility servicing St. Albert and surrounding communities. At Place For Your Stuff we provide our customers with 24 hour access onsite security convenient online payments motion censored surveillance and clean LED lit ...,4219,No,No,No,SINGLE_LOCATION,,,,0.679142,6,,6,,,Warehousing & Storage,493110,49,Distribution and Electronic Commerce
187307,Comfortable Home Systems,,53.62177,-113.642691,"St. Albert, Alberta, T8N 4B1",T8N,780-458-0706,780-460-4697,www.comfortablehome.ca,We are a heating and air conditioning company who prides our selfs with trainning and using proven equipment. We have all licenses and Factory Trainned staff. We provide 24 hr emegency service.,2411,No,No,No,SINGLE_LOCATION,,,,0.346032,3,,3,,,Automotive Parts & Accessories Stores,441310,44,Local Motor Vehicle Products and Services
188233,Canadian Western Bank,,53.65977097,-113.6312408,"St. Albert, Alberta, T8N 7J7",T8N,780-458-4001,780-418-0148,,Chartered commercial bank specialising in industrial needs and heavy equipment financing.  Member of :  Canadian Bankers Assoc.,9192,No,No,No,BRANCH,Canadian Western Bank,Canadian Western Bank,,,,,17,,,Banks & Credit Unions,522110,52,Financial Services
188389,Gibson Energy ULC,Canwest Propane,51.11533356,-112.9819565,"Standard, Alberta, T0J 3G0",T0J,403-644-3979,403-644-0004,www.gibsonenergy.com,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,1378,No,No,No,BRANCH,Gibson Energy Inc,Gibson Energy ULC,,,,,1,,,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
188438,Newalta Corporation,,52.18068314,-114.5727921,"Stauffer, Alberta, T0M 1W0",T0M,403-844-8641,403-844-8642,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,1345,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,1,,,Solid Waste Services & Recycling,562920,56,Environmental Services
188439,Newalta Corporation,,52.18068314,-114.5727921,"Stauffer, Alberta, T0M 1W0",T0M,403-746-2266,403-746-2268,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,5823,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,1,,,Waste Management Services,562119,56,Local Logistical Services
